step,input_rel_l1,output_rel_l1,experiment_id
21,0.0688424259424209,0.047861211001873,subject_consistency/prompt_05
22,0.0719107389450073,0.0711818188428878,subject_consistency/prompt_05
23,0.099418319761753,0.0482140071690082,subject_consistency/prompt_05
24,0.107618011534214,0.0488326698541641,subject_consistency/prompt_05
25,0.1239043176174163,0.0528467148542404,subject_consistency/prompt_05
26,0.1469405740499496,0.0556409880518913,subject_consistency/prompt_05
27,0.2060245126485824,0.0940639898180961,subject_consistency/prompt_05
28,0.2530386745929718,0.1151168495416641,subject_consistency/prompt_05
29,0.3809025883674621,0.2464545369148254,subject_consistency/prompt_05
0,0.0,0.0,subject_consistency/prompt_01
1,0.3908134400844574,0.7020200490951538,subject_consistency/prompt_01
2,0.1049713119864463,0.4498701095581054,subject_consistency/prompt_01
3,0.0814475640654563,0.3855683207511902,subject_consistency/prompt_01
4,0.0598778165876865,0.2421698570251464,subject_consistency/prompt_01
5,0.0671279728412628,0.1711345762014389,subject_consistency/prompt_01
6,0.0553906112909317,0.1681442111730575,subject_consistency/prompt_01
7,0.0551834478974342,0.1279291659593582,subject_consistency/prompt_01
8,0.0512708500027656,0.1167567893862724,subject_consistency/prompt_01
9,0.0859764069318771,0.1520575433969497,subject_consistency/prompt_01
10,0.0458797849714756,0.1110998913645744,subject_consistency/prompt_01
11,0.0549785271286964,0.0780429244041442,subject_consistency/prompt_01
12,0.0468123368918895,0.0958773121237754,subject_consistency/prompt_01
13,0.0551503971219062,0.0773570612072944,subject_consistency/prompt_01
14,0.0470635369420051,0.0884695649147033,subject_consistency/prompt_01
15,0.0475961193442344,0.0668590068817138,subject_consistency/prompt_01
16,0.0491222478449344,0.0820440500974655,subject_consistency/prompt_01
17,0.0540721230208873,0.0528354085981845,subject_consistency/prompt_01
18,0.0680349394679069,0.0558745041489601,subject_consistency/prompt_01
19,0.0552062205970287,0.0684703215956687,subject_consistency/prompt_01
20,0.0666142478585243,0.0631802380084991,subject_consistency/prompt_01
21,0.0681635588407516,0.051249410957098,subject_consistency/prompt_01
22,0.0726399049162864,0.0745287239551544,subject_consistency/prompt_01
23,0.0970544442534446,0.0514650456607341,subject_consistency/prompt_01
24,0.1057116612792015,0.053004752844572,subject_consistency/prompt_01
25,0.1220334395766258,0.05511961504817,subject_consistency/prompt_01
26,0.145397275686264,0.0595425404608249,subject_consistency/prompt_01
27,0.2036188840866089,0.1004129275679588,subject_consistency/prompt_01
28,0.2534990310668945,0.116669937968254,subject_consistency/prompt_01
29,0.3755762875080108,0.2521184980869293,subject_consistency/prompt_01
0,0.0,0.0,subject_consistency/prompt_09
1,0.3944437205791473,0.6755053400993347,subject_consistency/prompt_09
2,0.1063767522573471,0.4215773940086365,subject_consistency/prompt_09
3,0.0779597833752632,0.3160087764263153,subject_consistency/prompt_09
4,0.0582260973751544,0.2416610419750213,subject_consistency/prompt_09
5,0.0651590228080749,0.2070479691028595,subject_consistency/prompt_09
6,0.0537054762244224,0.2030993998050689,subject_consistency/prompt_09
7,0.0538914203643798,0.1607203185558319,subject_consistency/prompt_09
8,0.0502759590744972,0.1314270049333572,subject_consistency/prompt_09
9,0.0842982456088066,0.162194475531578,subject_consistency/prompt_09
10,0.0450326800346374,0.1196575760841369,subject_consistency/prompt_09
11,0.0541386567056179,0.0881601721048355,subject_consistency/prompt_09
12,0.0470014922320842,0.1019430011510849,subject_consistency/prompt_09
13,0.0529650710523128,0.0775619745254516,subject_consistency/prompt_09
14,0.0464663468301296,0.0894091203808784,subject_consistency/prompt_09
15,0.0476656965911388,0.0734429433941841,subject_consistency/prompt_09
16,0.048182975500822,0.0831288695335388,subject_consistency/prompt_09
17,0.0549550391733646,0.0596047453582286,subject_consistency/prompt_09
18,0.0635405033826828,0.058694802224636,subject_consistency/prompt_09
19,0.0538090765476226,0.0717071667313575,subject_consistency/prompt_09
20,0.0642390325665474,0.0626993402838707,subject_consistency/prompt_09
21,0.0666083469986915,0.0620966516435146,subject_consistency/prompt_09
22,0.0696130543947219,0.0766996592283248,subject_consistency/prompt_09
23,0.0946520939469337,0.0577115826308727,subject_consistency/prompt_09
24,0.1033785343170166,0.0558687858283519,subject_consistency/prompt_09
25,0.1192348152399063,0.0606004707515239,subject_consistency/prompt_09
26,0.1416733264923095,0.0653738677501678,subject_consistency/prompt_09
27,0.200414553284645,0.1029897928237915,subject_consistency/prompt_09
28,0.2501872479915619,0.122486762702465,subject_consistency/prompt_09
29,0.373309850692749,0.2561554908752441,subject_consistency/prompt_09
0,0.0,0.0,subject_consistency/prompt_02
1,0.3885494768619537,0.614291787147522,subject_consistency/prompt_02
2,0.1068404540419578,0.3986750841140747,subject_consistency/prompt_02
3,0.0794903263449668,0.274148166179657,subject_consistency/prompt_02
4,0.0576904341578483,0.203436478972435,subject_consistency/prompt_02
5,0.0699511617422103,0.1670966446399688,subject_consistency/prompt_02
6,0.054192915558815,0.182530865073204,subject_consistency/prompt_02
7,0.0548982918262481,0.1389451324939727,subject_consistency/prompt_02
8,0.0470925085246562,0.1293004900217056,subject_consistency/prompt_02
9,0.0848478749394416,0.164609670639038,subject_consistency/prompt_02
10,0.0453584715723991,0.1249844580888748,subject_consistency/prompt_02
11,0.0544088035821914,0.0922835692763328,subject_consistency/prompt_02
12,0.0456115379929542,0.1038706004619598,subject_consistency/prompt_02
13,0.04966551810503,0.0838792324066162,subject_consistency/prompt_02
14,0.0454598367214202,0.0922285094857215,subject_consistency/prompt_02
15,0.044022224843502,0.0714218094944953,subject_consistency/prompt_02
16,0.050375759601593,0.0871149152517318,subject_consistency/prompt_02
17,0.0567668303847312,0.059467677026987,subject_consistency/prompt_02
18,0.0610300786793231,0.0596067830920219,subject_consistency/prompt_02
19,0.0543578304350376,0.0732662975788116,subject_consistency/prompt_02
20,0.0620567984879016,0.0666077360510826,subject_consistency/prompt_02
21,0.0689033716917038,0.058944959193468,subject_consistency/prompt_02
22,0.0727444812655448,0.0777690187096595,subject_consistency/prompt_02
23,0.0953415483236312,0.0536110140383243,subject_consistency/prompt_02
24,0.1044486612081527,0.0555806718766689,subject_consistency/prompt_02
25,0.119857408106327,0.0566341578960418,subject_consistency/prompt_02
26,0.1445330679416656,0.061056762933731,subject_consistency/prompt_02
27,0.2025867402553558,0.0991156175732612,subject_consistency/prompt_02
28,0.2531061768531799,0.116726778447628,subject_consistency/prompt_02
29,0.3750952482223511,0.2519156634807586,subject_consistency/prompt_02
0,0.0,0.0,subject_consistency/prompt_08
1,0.3830261826515198,0.6671319007873535,subject_consistency/prompt_08
2,0.1075438633561134,0.3410648703575134,subject_consistency/prompt_08
3,0.0785952135920524,0.2179569900035858,subject_consistency/prompt_08
4,0.0565812438726425,0.1464269906282425,subject_consistency/prompt_08
5,0.0738985687494278,0.0972969233989715,subject_consistency/prompt_08
6,0.0538048148155212,0.1087490171194076,subject_consistency/prompt_08
7,0.0543490014970302,0.0747479200363159,subject_consistency/prompt_08
8,0.0470373407006263,0.070572979748249,subject_consistency/prompt_08
9,0.0848331302404403,0.1143982484936714,subject_consistency/prompt_08
10,0.0464582219719886,0.0757022723555564,subject_consistency/prompt_08
11,0.0604294501245021,0.048801340162754,subject_consistency/prompt_08
12,0.0472777485847473,0.0668479427695274,subject_consistency/prompt_08
13,0.0481743067502975,0.0440210774540901,subject_consistency/prompt_08
14,0.0456022433936595,0.0603053160011768,subject_consistency/prompt_08
15,0.0471364073455333,0.0496865548193454,subject_consistency/prompt_08
16,0.0507620573043823,0.0604839883744716,subject_consistency/prompt_08
17,0.0564010851085186,0.0382705181837081,subject_consistency/prompt_08
18,0.0605554394423961,0.0411278419196605,subject_consistency/prompt_08
19,0.0548025667667388,0.0526506043970584,subject_consistency/prompt_08
20,0.0616570115089416,0.0496470928192138,subject_consistency/prompt_08
21,0.0736143663525581,0.0443200021982193,subject_consistency/prompt_08
22,0.0745086297392845,0.0685712471604347,subject_consistency/prompt_08
23,0.0942081809043884,0.0464339070022106,subject_consistency/prompt_08
24,0.1107176467776298,0.0529157780110836,subject_consistency/prompt_08
25,0.1222266852855682,0.05604899674654,subject_consistency/prompt_08
26,0.1465515196323394,0.0616528242826461,subject_consistency/prompt_08
27,0.1975366324186325,0.1013112738728523,subject_consistency/prompt_08
28,0.2419694662094116,0.128279834985733,subject_consistency/prompt_08
29,0.3506653308868408,0.2510079443454742,subject_consistency/prompt_08
0,0.0,0.0,subject_consistency/prompt_04
1,0.3855355978012085,0.706755518913269,subject_consistency/prompt_04
2,0.1061446517705917,0.4128676056861877,subject_consistency/prompt_04
3,0.0782933980226516,0.220667228102684,subject_consistency/prompt_04
4,0.0589305572211742,0.1437180489301681,subject_consistency/prompt_04
5,0.0695197209715843,0.1016636714339256,subject_consistency/prompt_04
6,0.0540206953883171,0.1125430092215538,subject_consistency/prompt_04
7,0.0575885325670242,0.0776581391692161,subject_consistency/prompt_04
8,0.0468386225402355,0.0713312849402427,subject_consistency/prompt_04
9,0.0851851403713226,0.1150038316845893,subject_consistency/prompt_04
10,0.0448582023382186,0.0759346336126327,subject_consistency/prompt_04
11,0.0611246041953563,0.0489175245165824,subject_consistency/prompt_04
12,0.0479053445160388,0.0676669403910636,subject_consistency/prompt_04
13,0.0530274324119091,0.0489474274218082,subject_consistency/prompt_04
14,0.0469703339040279,0.0652808770537376,subject_consistency/prompt_04
15,0.0477163754403591,0.0552860535681247,subject_consistency/prompt_04
16,0.0490505769848823,0.0607572644948959,subject_consistency/prompt_04
17,0.0530989468097686,0.0415944010019302,subject_consistency/prompt_04
18,0.0644761323928833,0.0407707430422306,subject_consistency/prompt_04
19,0.0543983094394207,0.0557379014790058,subject_consistency/prompt_04
20,0.0601386427879333,0.0495035350322723,subject_consistency/prompt_04
21,0.0734560713171958,0.047282125800848,subject_consistency/prompt_04
22,0.0752705857157707,0.0702730268239975,subject_consistency/prompt_04
23,0.0973508805036544,0.045533575117588,subject_consistency/prompt_04
24,0.1057541146874427,0.0472527593374252,subject_consistency/prompt_04
25,0.1174042597413063,0.0491014309227466,subject_consistency/prompt_04
26,0.1421983987092971,0.0556631870567798,subject_consistency/prompt_04
27,0.195002481341362,0.0949154198169708,subject_consistency/prompt_04
28,0.2418219298124313,0.1162500455975532,subject_consistency/prompt_04
29,0.3540781736373901,0.2509192824363708,subject_consistency/prompt_04
0,0.0,0.0,subject_consistency/prompt_07
1,0.3963991105556488,0.6403736472129822,subject_consistency/prompt_07
2,0.1053552329540252,0.4041024148464203,subject_consistency/prompt_07
3,0.0792313888669014,0.3293208479881286,subject_consistency/prompt_07
4,0.0599506683647632,0.2331055104732513,subject_consistency/prompt_07
5,0.0620350986719131,0.1726172119379043,subject_consistency/prompt_07
6,0.0560646839439868,0.1728618294000625,subject_consistency/prompt_07
7,0.0578178949654102,0.1173965409398078,subject_consistency/prompt_07
8,0.0465194508433342,0.1037297025322914,subject_consistency/prompt_07
9,0.08440862596035,0.1412142515182495,subject_consistency/prompt_07
10,0.0453571379184722,0.0993924662470817,subject_consistency/prompt_07
11,0.0500088892877101,0.0669077560305595,subject_consistency/prompt_07
12,0.0469161383807659,0.0827901512384414,subject_consistency/prompt_07
13,0.0522642098367214,0.0603956580162048,subject_consistency/prompt_07
14,0.0468167960643768,0.0737521350383758,subject_consistency/prompt_07
15,0.0500351712107658,0.0525311306118965,subject_consistency/prompt_07
16,0.0499574020504951,0.0742810145020484,subject_consistency/prompt_07
17,0.0586138889193534,0.0437854975461959,subject_consistency/prompt_07
18,0.0627200528979301,0.0456119030714035,subject_consistency/prompt_07
19,0.054427970200777,0.0639053136110305,subject_consistency/prompt_07
20,0.0664218515157699,0.0507394932210445,subject_consistency/prompt_07
21,0.0642131045460701,0.0494744256138801,subject_consistency/prompt_07
22,0.0675504878163337,0.0633850246667862,subject_consistency/prompt_07
23,0.0894146859645843,0.0476393513381481,subject_consistency/prompt_07
24,0.0957599058747291,0.048516895622015,subject_consistency/prompt_07
25,0.1188239902257919,0.0567805618047714,subject_consistency/prompt_07
26,0.1391818970441818,0.0607919096946716,subject_consistency/prompt_07
27,0.1990871578454971,0.1008097231388092,subject_consistency/prompt_07
28,0.2526542842388153,0.1215021088719368,subject_consistency/prompt_07
29,0.3836715519428253,0.26164510846138,subject_consistency/prompt_07
0,0.0,0.0,subject_consistency/prompt_03
1,0.3993039727210998,0.7209122180938721,subject_consistency/prompt_03
2,0.1052860021591186,0.4229521751403808,subject_consistency/prompt_03
3,0.0796877071261406,0.3412629961967468,subject_consistency/prompt_03
4,0.0606073141098022,0.1950675994157791,subject_consistency/prompt_03
5,0.0628893375396728,0.142896220088005,subject_consistency/prompt_03
6,0.0567108914256095,0.1310892701148986,subject_consistency/prompt_03
7,0.0549343936145305,0.0932462736964225,subject_consistency/prompt_03
8,0.0511480160057544,0.0820334106683731,subject_consistency/prompt_03
9,0.0853310897946357,0.1230411008000373,subject_consistency/prompt_03
10,0.0454100258648395,0.0844198614358902,subject_consistency/prompt_03
11,0.0514031164348125,0.0557097345590591,subject_consistency/prompt_03
12,0.0472302623093128,0.0716885179281234,subject_consistency/prompt_03
13,0.0547110810875892,0.0543431900441646,subject_consistency/prompt_03
14,0.0469419509172439,0.0678058341145515,subject_consistency/prompt_03
15,0.0520268268883228,0.0478738322854042,subject_consistency/prompt_03
16,0.0505533441901207,0.067377395927906,subject_consistency/prompt_03
17,0.0613565519452095,0.0375642292201519,subject_consistency/prompt_03
18,0.0649863183498382,0.0432058349251747,subject_consistency/prompt_03
19,0.0571812689304351,0.0634808912873268,subject_consistency/prompt_03
20,0.0720150023698806,0.0487307645380497,subject_consistency/prompt_03
21,0.0653828531503677,0.0396494753658771,subject_consistency/prompt_03
22,0.0722631588578224,0.0595259666442871,subject_consistency/prompt_03
23,0.0922989919781684,0.0378580726683139,subject_consistency/prompt_03
24,0.1027237996459007,0.0437111891806125,subject_consistency/prompt_03
25,0.1265538930892944,0.0482757501304149,subject_consistency/prompt_03
26,0.1474297195672989,0.0544740855693817,subject_consistency/prompt_03
27,0.2075602263212204,0.0912664681673049,subject_consistency/prompt_03
28,0.2552741169929504,0.1120397448539733,subject_consistency/prompt_03
29,0.3790804445743561,0.2444702982902526,subject_consistency/prompt_03
0,0.0,0.0,subject_consistency/prompt_06
1,0.3962702453136444,0.7205055952072144,subject_consistency/prompt_06
2,0.1044491231441497,0.4845316708087921,subject_consistency/prompt_06
3,0.0788694098591804,0.2917193472385406,subject_consistency/prompt_06
4,0.0575699470937252,0.1914626806974411,subject_consistency/prompt_06
5,0.0657988861203193,0.1452441066503524,subject_consistency/prompt_06
6,0.0564151220023632,0.1403243392705917,subject_consistency/prompt_06
7,0.0543927252292633,0.1063897311687469,subject_consistency/prompt_06
8,0.0468645244836807,0.0927894935011863,subject_consistency/prompt_06
9,0.0801247879862785,0.1313278973102569,subject_consistency/prompt_06
10,0.0469809100031852,0.0979813560843467,subject_consistency/prompt_06
11,0.0512104071676731,0.0668203383684158,subject_consistency/prompt_06
12,0.0466341786086559,0.085252970457077,subject_consistency/prompt_06
13,0.0500477813184261,0.0628129690885543,subject_consistency/prompt_06
14,0.0448798574507236,0.0759031176567077,subject_consistency/prompt_06
15,0.0513430647552013,0.0552197732031345,subject_consistency/prompt_06
16,0.050292108207941,0.0757509171962738,subject_consistency/prompt_06
17,0.0583718419075012,0.0437542535364627,subject_consistency/prompt_06
18,0.0643065720796585,0.0481916107237339,subject_consistency/prompt_06
19,0.055855207145214,0.0630951076745987,subject_consistency/prompt_06
20,0.0695587545633316,0.0522393770515918,subject_consistency/prompt_06
21,0.0661889165639877,0.0470610819756984,subject_consistency/prompt_06
22,0.0698509737849235,0.0645786672830581,subject_consistency/prompt_06
23,0.0948917940258979,0.0436881072819232,subject_consistency/prompt_06
24,0.1042371243238449,0.0484120063483715,subject_consistency/prompt_06
25,0.1239119246602058,0.0507468394935131,subject_consistency/prompt_06
26,0.1459476947784423,0.0573760494589805,subject_consistency/prompt_06
27,0.2074715346097946,0.0965701565146446,subject_consistency/prompt_06
28,0.2550847232341766,0.1147166490554809,subject_consistency/prompt_06
29,0.3795827329158783,0.2504670917987823,subject_consistency/prompt_06
0,0.0,0.0,human_action/prompt_00
1,0.3964734077453613,0.7210453748703003,human_action/prompt_00
2,0.1038341373205185,0.5152305960655212,human_action/prompt_00
3,0.079596608877182,0.3367200493812561,human_action/prompt_00
4,0.0573157146573066,0.2086595892906189,human_action/prompt_00
5,0.0658205673098564,0.1535911113023758,human_action/prompt_00
6,0.0561664439737796,0.1487787812948227,human_action/prompt_00
7,0.055066991597414,0.1182812675833702,human_action/prompt_00
8,0.0468250326812267,0.1102096587419509,human_action/prompt_00
9,0.0806493461132049,0.1442676782608032,human_action/prompt_00
10,0.0467513129115104,0.1084736958146095,human_action/prompt_00
11,0.0508976764976978,0.0769509300589561,human_action/prompt_00
12,0.0467224083840847,0.0913648754358291,human_action/prompt_00
13,0.049228761345148,0.0712032169103622,human_action/prompt_00
14,0.0456680096685886,0.0821160450577735,human_action/prompt_00
15,0.0516954585909843,0.0647035017609596,human_action/prompt_00
16,0.0503297001123428,0.0795514434576034,human_action/prompt_00
17,0.0575001500546932,0.054741483181715,human_action/prompt_00
18,0.0638056769967079,0.0555820763111114,human_action/prompt_00
19,0.0563598535954952,0.0668780878186225,human_action/prompt_00
20,0.0679848566651344,0.0554269887506961,human_action/prompt_00
21,0.067598283290863,0.0528341643512249,human_action/prompt_00
22,0.0696553364396095,0.0674089938402175,human_action/prompt_00
23,0.0946060195565223,0.0499481633305549,human_action/prompt_00
24,0.1034518703818321,0.0557614974677562,human_action/prompt_00
25,0.1232163235545158,0.0566002652049064,human_action/prompt_00
26,0.1438449621200561,0.0602038577198982,human_action/prompt_00
27,0.2040542215108871,0.0974174737930297,human_action/prompt_00
28,0.2517816424369812,0.1162978410720825,human_action/prompt_00
29,0.3740086853504181,0.2497785091400146,human_action/prompt_00
0,0.0,0.0,human_action/prompt_05
1,0.3950444459915161,0.6818106174468994,human_action/prompt_05
2,0.1051704883575439,0.3486192524433136,human_action/prompt_05
3,0.0811119601130485,0.2762061953544616,human_action/prompt_05
4,0.0571144558489322,0.2074403762817382,human_action/prompt_05
5,0.0668603628873825,0.1691346168518066,human_action/prompt_05
6,0.057295061647892,0.1789316982030868,human_action/prompt_05
7,0.0517574995756149,0.1478361040353775,human_action/prompt_05
8,0.0502396784722805,0.1325595676898956,human_action/prompt_05
9,0.0855824202299118,0.1664391010999679,human_action/prompt_05
10,0.0462315306067466,0.1226091533899307,human_action/prompt_05
11,0.0508584640920162,0.093984805047512,human_action/prompt_05
12,0.0452909395098686,0.1032034382224083,human_action/prompt_05
13,0.0495489239692688,0.0839437097311019,human_action/prompt_05
14,0.0448490045964717,0.094488225877285,human_action/prompt_05
15,0.0467451885342597,0.071088820695877,human_action/prompt_05
16,0.0500986948609352,0.0887907594442367,human_action/prompt_05
17,0.0598054677248001,0.0570676438510417,human_action/prompt_05
18,0.063980609178543,0.0586362928152084,human_action/prompt_05
19,0.054783321917057,0.0745911821722984,human_action/prompt_05
20,0.066764011979103,0.0591576546430587,human_action/prompt_05
21,0.0663273558020591,0.0558882765471935,human_action/prompt_05
22,0.0690131708979606,0.0735246837139129,human_action/prompt_05
23,0.0974502265453338,0.0528997741639614,human_action/prompt_05
24,0.0989332646131515,0.055545873939991,human_action/prompt_05
25,0.1230688765645027,0.056737944483757,human_action/prompt_05
26,0.144792303442955,0.0606838651001453,human_action/prompt_05
27,0.2060317546129226,0.098454937338829,human_action/prompt_05
28,0.2568121552467346,0.1140081137418747,human_action/prompt_05
29,0.3817320466041565,0.2500500082969665,human_action/prompt_05
0,0.0,0.0,human_action/prompt_01
1,0.3939209878444671,0.6626273393630981,human_action/prompt_01
2,0.1038667559623718,0.4088968336582184,human_action/prompt_01
3,0.0794277116656303,0.3371598720550537,human_action/prompt_01
4,0.0594781041145324,0.2532401084899902,human_action/prompt_01
5,0.0627418383955955,0.1465176492929458,human_action/prompt_01
6,0.0566642545163631,0.1464292705059051,human_action/prompt_01
7,0.0582993403077125,0.1196950301527977,human_action/prompt_01
8,0.0463874675333499,0.1057810857892036,human_action/prompt_01
9,0.0856683626770973,0.1488417387008667,human_action/prompt_01
10,0.0449744015932083,0.1076004803180694,human_action/prompt_01
11,0.0502123907208442,0.0825229957699775,human_action/prompt_01
12,0.0458591096103191,0.0939133912324905,human_action/prompt_01
13,0.0547384470701217,0.0769169554114341,human_action/prompt_01
14,0.0461498647928237,0.0899494588375091,human_action/prompt_01
15,0.0497678071260452,0.0649783387780189,human_action/prompt_01
16,0.052106037735939,0.0901051610708236,human_action/prompt_01
17,0.058281660079956,0.0554752312600612,human_action/prompt_01
18,0.0635197684168815,0.0632235780358314,human_action/prompt_01
19,0.0561580248177051,0.0766699463129043,human_action/prompt_01
20,0.0666715800762176,0.0626990497112274,human_action/prompt_01
21,0.0651788562536239,0.0604598484933376,human_action/prompt_01
22,0.0694422721862793,0.0780430063605308,human_action/prompt_01
23,0.0950173884630203,0.0573381707072258,human_action/prompt_01
24,0.0979328379034996,0.059052750468254,human_action/prompt_01
25,0.1204787343740463,0.0610141605138778,human_action/prompt_01
26,0.1408166140317917,0.0641605406999588,human_action/prompt_01
27,0.2005723118782043,0.1026298552751541,human_action/prompt_01
28,0.2523708045482635,0.1188695281744003,human_action/prompt_01
29,0.3758333325386047,0.2528032660484314,human_action/prompt_01
0,0.0,0.0,human_action/prompt_09
1,0.4007824063301086,0.653511106967926,human_action/prompt_09
2,0.1035646349191665,0.3864598572254181,human_action/prompt_09
3,0.0785995870828628,0.2568888366222381,human_action/prompt_09
4,0.05586963519454,0.1888328641653061,human_action/prompt_09
5,0.0657703205943107,0.1572287082672119,human_action/prompt_09
6,0.0558176189661026,0.1592059433460235,human_action/prompt_09
7,0.0544209703803062,0.1394317299127578,human_action/prompt_09
8,0.0455251410603523,0.1312364190816879,human_action/prompt_09
9,0.08034298568964,0.1707488596439361,human_action/prompt_09
10,0.0458712391555309,0.1345779150724411,human_action/prompt_09
11,0.0494744852185249,0.1001224294304847,human_action/prompt_09
12,0.0439370237290859,0.10872133821249,human_action/prompt_09
13,0.0509573444724082,0.09544488042593,human_action/prompt_09
14,0.0456058010458946,0.0988913252949714,human_action/prompt_09
15,0.0493918284773826,0.0731400549411773,human_action/prompt_09
16,0.0522148422896862,0.0966676995158195,human_action/prompt_09
17,0.0569134950637817,0.0628553852438926,human_action/prompt_09
18,0.0645846873521804,0.0660322159528732,human_action/prompt_09
19,0.0550971515476703,0.0771939978003501,human_action/prompt_09
20,0.0682357922196388,0.0660317316651344,human_action/prompt_09
21,0.0644522607326507,0.0594347938895225,human_action/prompt_09
22,0.070507563650608,0.0732943266630172,human_action/prompt_09
23,0.0885031372308731,0.0539451390504837,human_action/prompt_09
24,0.1019973084330558,0.0583389997482299,human_action/prompt_09
25,0.1211036667227745,0.0594190657138824,human_action/prompt_09
26,0.1423797756433487,0.0639009848237037,human_action/prompt_09
27,0.2025018781423568,0.1019131615757942,human_action/prompt_09
28,0.2509164214134216,0.1190115064382553,human_action/prompt_09
29,0.3684050738811493,0.2526226043701172,human_action/prompt_09
0,0.0,0.0,human_action/prompt_02
1,0.3933742940425873,0.7194269895553589,human_action/prompt_02
2,0.1072695776820182,0.4697858691215515,human_action/prompt_02
3,0.078989140689373,0.2721602916717529,human_action/prompt_02
4,0.0585781708359718,0.186353713274002,human_action/prompt_02
5,0.0656014904379844,0.1457542479038238,human_action/prompt_02
6,0.0541912764310836,0.1448340415954589,human_action/prompt_02
7,0.0544156581163406,0.112813614308834,human_action/prompt_02
8,0.0505721755325794,0.1078199595212936,human_action/prompt_02
9,0.0882739648222923,0.1494244486093521,human_action/prompt_02
10,0.0456533208489418,0.1088732108473777,human_action/prompt_02
11,0.0533148124814033,0.0740652978420257,human_action/prompt_02
12,0.0468552224338054,0.0911488905549049,human_action/prompt_02
13,0.0533760339021682,0.0708208903670311,human_action/prompt_02
14,0.0475096218287944,0.084457516670227,human_action/prompt_02
15,0.0445535704493522,0.0641684830188751,human_action/prompt_02
16,0.0490493066608905,0.079983077943325,human_action/prompt_02
17,0.0587095767259597,0.0507960356771945,human_action/prompt_02
18,0.0615411400794982,0.0544086098670959,human_action/prompt_02
19,0.0520768649876117,0.0665232613682746,human_action/prompt_02
20,0.0649295300245285,0.0599288083612918,human_action/prompt_02
21,0.0674649029970169,0.0503561645746231,human_action/prompt_02
